,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,0
0,0.4950819672131148,0.4188720856962823,0.5906074527820316,0.7344297654354274,0.3825164224355735,0.21909579513120453,0.5180272108843537,0.21848739495798325,0.5297741273100617,0.9445191661062542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1,0.5449648711943794,0.5825456836798992,0.4397651863195508,0.33000808843354007,0.2809499747347145,0.3784381915902624,0.7649659863945577,0.42797118847539023,0.5462012320328542,0.28009414929388027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
2,0.5269320843091335,0.32136105860113423,0.43057682491066873,0.618495551361553,0.7036382011116726,0.5842554536832121,0.6408163265306122,0.3835534213685475,0.4065708418891171,0.3140551445864156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
3,0.26814988290398134,0.2633900441083806,0.537263910158244,0.8118091129684551,0.5679636179888833,0.7755295605437875,0.6942176870748298,0.29351740696278517,0.4746748802190281,0.2713517148621385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8
4,0.2962529274004684,0.6016068052930057,0.7488514548238897,0.35885683472634133,0.5482566953006569,0.5134366108125198,0.488095238095238,0.5921368547418968,0.3340177960301164,0.38164088769334226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4
5,0.5220140515222482,0.2829237555135476,0.6092394078611536,0.4567268805607981,0.37064173825164226,0.6168194751817895,0.41904761904761895,0.645858343337335,0.7700205338809035,0.6805648957632817,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
6,0.5637002341920375,0.36153119092627595,0.6995916283818274,0.4483688325694257,0.3721576553815058,0.5343028770154916,0.4938775510204081,0.5915366146458585,0.6406570841889118,0.5544720914593141,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
7,0.5402810304449649,0.6324826717076244,0.34813680449208784,0.3629010514963602,0.5553309752400202,0.4710717673095163,0.5948979591836734,0.2518007202881153,0.2731006160164271,0.8177538668459987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6
8,0.8004683840749415,0.3464083175803403,0.4461459928534967,0.2523591264491777,0.48408287013643253,0.36832121403730633,0.3857142857142856,0.5693277310924371,0.6194387405886379,0.480497646267653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
9,0.6021077283372365,0.40894770006301195,0.6064318529862175,0.5912644917767593,0.5439615967660435,0.15238697439140053,0.3782312925170067,0.41296518607442984,0.47159479808350446,0.8275050437121722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
10,0.5032786885245902,0.25598613736609954,0.3614088820826953,0.6451873820436775,0.4477008590197069,0.8934555801454316,0.451360544217687,0.6269507803121249,0.4295003422313484,0.4643577673167451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
11,0.534192037470726,0.5179584120982986,0.4561000510464523,0.4146670261526018,0.5151591712986356,0.31267783749604805,0.5710884353741496,0.37875150060024015,0.06023271731690616,0.7716879623402825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
12,0.32154566744730684,0.8705103969754253,0.22103113833588572,0.30008088433540037,0.46639717028802424,0.5349351881125514,0.5751700680272108,0.42797118847539023,0.23716632443531827,0.41223940820443844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9
13,0.3576112412177985,0.4801512287334594,0.19372128637059727,0.7934753302777029,0.5626579080343608,0.7047107176730951,0.4571428571428571,0.5543217286914767,0.6358658453114305,0.25588433086751844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
14,0.6374707259953162,0.47999369880277254,0.5888208269525268,0.318145052574818,0.44820616472966146,0.3063547265254505,0.45952380952380945,0.4501800720288116,0.821697467488022,0.4690652320107599,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6
15,0.48220140515222476,0.7010081915563957,0.23328228688106184,0.3041251011054193,0.414855987872663,0.4928865001580778,0.6275510204081631,0.583733493397359,0.2535934291581109,0.36785474108944183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
16,0.935831381733021,0.1553245116572149,0.016334864726901488,0.5839849015907252,0.44163719050025263,0.9807145115396775,0.693877551020408,0.7893157262905163,0.08658453114305265,0.3355749831876261,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8
17,0.6798594847775176,0.5193761814744802,0.5829504849412965,0.7616608250202211,0.22839818089944414,0.3841289914638002,0.3591836734693877,0.809123649459784,0.5366187542778919,0.7000672494956288,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5
18,0.5351288056206088,0.62177063642092,0.3177641653905054,0.4658937719061742,0.27741283476503287,0.7537148276952261,0.5397959183673469,0.21038415366146462,0.43874058863791926,0.7649630127774041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5
19,0.33114754098360655,0.8802772526780087,0.22741194486983157,0.23078997034241036,0.5485093481556341,0.5497944988934556,0.5666666666666665,0.3457382953181273,0.33093771389459276,0.45796906523201075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9
20,0.3648711943793911,0.2594517958412098,0.48162327718223585,0.8188190887031546,0.48130368873168267,0.8223205817262093,0.4027210884353741,0.5492196878751501,0.2792607802874743,0.2915265635507734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8
