Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Speaker_Number_Andrew,Speaker_Number_Bill,Speaker_Number_David,Speaker_Number_Jo,Speaker_Number_Kate,Speaker_Number_Mark,Speaker_Number_Mike,Speaker_Number_Nick,Speaker_Number_Penny,Speaker_Number_Rich,Speaker_Number_Rose,Speaker_Number_Sarah,Speaker_Number_Sue,Speaker_Number_Tim,Speaker_Number_Wendy,Sex_Female,Sex_Male,y_true
0.763231850117096,0.4321045998739761,0.28381827462991327,0.4074273412271259,0.49848408287013646,0.31805248182105594,0.5135036496350365,0.4888955582232894,0.5184804928131417,0.41287386215864763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7414519906323185,0.32971014492753625,0.26212353241449726,0.5546286329386437,0.3602829711975746,0.37559279165349346,0.4989051094890511,0.6260504201680673,0.35797399041752226,0.5419375812743824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.5437939110070258,0.19454946439823567,0.5086778968861665,0.5726587728740581,0.8163213744315312,0.5814100537464433,0.37919708029197086,0.41716686674669873,0.2594113620807666,0.6618985695708713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
0.5159250585480094,0.6546943919344675,0.40505359877488517,0.4367599569429494,0.39464375947448205,0.20202339551059117,0.6945255474452555,0.47959183673469397,0.6933607118412047,0.4486345903771132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3
0.30257611241217797,0.6063327032136105,0.7549770290964778,0.36194833153928957,0.5267812026275897,0.5425229212772684,0.48394160583941603,0.5717286914765907,0.37953456536618757,0.37093628088426533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4
0.5824355971896955,0.6729678638941399,0.49183256763654926,0.35844994617868675,0.29888832743810007,0.4375592791653493,0.5014598540145986,0.5081032412965187,0.6013004791238877,0.34135240572171655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5
0.5901639344262295,0.5332388153749212,0.3624298111281266,0.4259956942949408,0.3734209196563921,0.40056907998735375,0.5244525547445256,0.5846338535414166,0.3815879534565366,0.4512353706111834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6
0.45105386416861826,0.4443919344675488,0.4058192955589587,0.6259418729817008,0.5694795351187468,0.3914005690799873,0.5266423357664234,0.5387154861944778,0.3613963039014374,0.31371911573472044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7
0.2744730679156909,0.7818210459987398,0.37774374680959677,0.3417653390742734,0.40045477513895905,0.4498893455580145,0.7259124087591241,0.5276110444177672,0.6184120465434634,0.6007802340702211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9
0.6086651053864168,0.4217076244486453,0.4127105666156202,0.5056512378902045,0.4242041435068216,0.3186847929181157,0.5087591240875913,0.1911764705882353,0.4377138945927447,0.5744473342002602,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.6351288056206089,0.2194391934467549,0.42547217968351203,0.47228202368137784,0.6250631632137443,0.8005058488776478,0.6200729927007299,0.5948379351740697,0.5232717316906229,0.35240572171651496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
0.5065573770491804,0.6444549464398236,0.4553343542623788,0.2726049515608181,0.3759474482061647,0.5551691432184636,0.7766423357664234,0.5939375750300121,0.3429158110882957,0.5289336801040313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3
0.2960187353629977,0.5318210459987398,0.712608473711077,0.5034983853606028,0.34411318847902983,0.5921593423964591,0.3051094890510949,0.6104441776710685,0.6700889801505818,0.6336150845253576,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
0.5149882903981264,0.5554505356017643,0.4290454313425217,0.4838536060279871,0.5096008084891359,0.46949098956686686,0.41094890510948906,0.4843937575030013,0.3607118412046543,0.6222366710013004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7
0.5098360655737706,0.0,0.701888718734048,0.7884822389666307,0.7041435068216271,0.7771103382864369,0.3989051094890511,0.24759903961584637,0.29876796714579057,0.7142392717815346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8
0.2344262295081968,0.8101764335223693,0.6766207248596222,0.3665231431646932,0.22132390096008087,0.23205817262092948,0.6313868613138687,0.6638655462184875,0.5831622176591376,0.49447334200260085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9
0.7456674473067915,0.5404851921865155,0.55895865237366,0.3223896663078579,0.47018696311268315,0.2914954157445463,0.4664233576642336,0.3343337334933974,0.4551676933607119,0.6410923276983096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.6337236533957845,0.3002520478890989,0.4834099030117407,0.4609795479009688,0.6627084386053562,0.5248182105595953,0.47153284671532847,0.4423769507803122,0.4277891854893908,0.29778933680104036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
