Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Speaker_Number_Andrew,Speaker_Number_Bill,Speaker_Number_David,Speaker_Number_Jo,Speaker_Number_Kate,Speaker_Number_Mark,Speaker_Number_Mike,Speaker_Number_Nick,Speaker_Number_Penny,Speaker_Number_Rich,Speaker_Number_Rose,Speaker_Number_Sarah,Speaker_Number_Sue,Speaker_Number_Tim,Speaker_Number_Wendy,Sex_Female,Sex_Male,y_true
0.20749347877638136,0.6564800000000001,0.7103113833588566,0.3948758584257792,0.4082001031459515,0.4226999683844451,0.41496598639455773,0.6866746698679473,0.43566050650239563,0.18433029908972692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0
0.3265354517429453,0.20208,0.6607963246554365,0.6666666666666667,0.8156266116554927,0.4701233006639266,0.7319727891156461,0.06332533013205283,0.11670088980150578,0.5624187256176854,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
0.6037467393881907,0.42832000000000003,0.4127105666156202,0.49630216587427367,0.43295513151108816,0.3186847929181157,0.5023809523809523,0.1911764705882353,0.4377138945927447,0.5744473342002602,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.021105050984111973,0.54288,0.8455844818785094,0.2997886951928157,0.6970087674058794,0.310148593107809,0.6275510204081631,0.6884753901560625,0.06878850102669404,0.4466840052015605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
0.2997391510552526,0.22256000000000004,0.5308831036242981,0.8932910723718965,0.5595667870036101,0.8621561808409738,0.6625850340136054,0.35954381752701087,0.4028062970568104,0.2161898569570872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
0.11003082760256122,0.72048,0.34047983665135273,0.557580559957739,0.6650335224342445,0.35852039203288016,0.6772108843537414,0.3883553421368548,0.4616700889801506,0.09135240572171649,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
0.4007588332938108,0.49344000000000005,0.5352220520673814,0.7815636555731644,0.5268179473955648,0.26177679418273786,0.3588435374149659,0.3187274909963986,0.30424366872005476,0.8605331599479844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.19373962532606126,0.76608,0.5191424196018377,0.09561542525092448,0.42753996905621455,0.42554536832121403,0.7329931972789114,0.6284513805522209,0.4154688569472964,0.29356306892067624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
0.44866018496561544,0.29616000000000003,0.5681470137825422,0.763338615953513,0.7738525012893245,0.3594688586784698,0.35408163265306114,0.38445378151260506,0.3388090349075975,0.831924577373212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
0.0960398387479251,0.7512,0.5865237366003063,0.5454305335446382,0.2947395564724084,0.720518495099589,0.3010204081632652,0.5519207683073231,0.594113620807666,0.44018205461638493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
0.5181408584301637,0.2096,0.3098519652884125,0.7733755942947702,0.5987622485817432,0.8902940246601327,0.5673469387755101,0.6377551020408164,0.15605749486652976,0.36833550065019505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
0.8302110505098411,0.21280000000000002,0.3683001531393568,0.2876386687797148,0.4669932955131511,0.6819475181789441,0.7397959183673468,0.6281512605042018,0.6540041067761807,0.49447334200260085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.867204173583116,0.33936,0.22154160285860136,0.6151611199154782,0.42264053635894794,0.7752134049952577,0.4680272108843536,0.7262905162064827,0.3422313483915127,0.5295838751625488,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.4313493004505573,0.36448,0.444104134762634,0.7696777601690439,0.5309437854564208,0.5826746759405628,0.5170068027210883,0.5012004801920769,0.2867898699520876,0.2539011703511053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.3737253972018023,0.58368,0.543389484430832,0.679080824088748,0.04486848891181017,0.4606386342080303,0.638095238095238,0.4945978391356543,0.6940451745379878,0.4619635890767231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
0.006402655916528444,0.55456,0.9828994384890251,0.8835182250396197,0.3960804538421867,0.15238697439140053,0.29251700680272097,0.43307322929171677,0.6129363449691992,0.669700910273082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
0.7659473559402419,0.45632000000000006,0.3802960694231751,0.5496566296883255,0.21660649819494582,0.38476130256085994,0.6074829931972788,0.3898559423769508,0.4948665297741273,0.33907672301690506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.867204173583116,0.4616,0.37876467585502815,0.6774960380348654,0.32078390923156264,0.5491621877963958,0.4653061224489795,0.6467587034813926,0.5003422313483915,0.599479843953186,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.31112165046241413,0.43200000000000005,0.479836651352731,0.7509244585314316,0.5299123259412069,0.6215618084097375,0.3408163265306121,0.7358943577430974,0.5099247091033539,0.4210013003901171,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
0.8266540194451032,0.25632000000000005,0.42215416028586017,0.21975699947173802,0.4548736462093863,0.5298766993360733,0.5840136054421767,0.5927370948379352,0.5095824777549623,0.5107282184655397,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7244486601849656,0.30864,0.42036753445635533,0.6877971473851031,0.6456936565239815,0.30698703762251023,0.351360544217687,0.22328931572629054,0.4137577002053388,0.7418725617685307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.9381076594735593,0.16336,0.0,0.5858425779186477,0.45384218669417226,0.9500474233322795,0.6316326530612244,0.6983793517406964,0.07802874743326488,0.3166449934980494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
0.795352146075409,0.45280000000000004,0.4298111281265952,0.7387744321183307,0.2934502320783909,0.5017388555169143,0.5129251700680271,0.6770708283313326,0.473990417522245,0.6427178153446034,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
0.6903011619634812,0.75104,0.40837161817253703,0.15478077126254625,0.4718927282104177,0.5090104331331015,0.5857142857142856,0.31542617046818733,0.2816563997262149,0.5611183355006503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0
0.4526914868389851,0.37056,0.7850944359367024,0.7440570522979398,0.55440948942754,0.004742333227948148,0.3251700680272108,0.397358943577431,0.5752908966461329,0.6518205461638492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.7612046478539246,0.54672,0.6174068402246043,0.3164289487585843,0.4871067560598247,0.3474549478343345,0.43095238095238086,0.31662665066026413,0.4349760438056126,0.5939531859557868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5299976286459569,0.35088,0.5758039816232772,0.2910723718964607,0.5678184631253224,0.34808725893139425,0.6598639455782311,0.5954381752701081,0.2056810403832991,0.4951235370611184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
0.3345980554896847,0.8865600000000001,0.16334864726901488,0.3100898045430534,0.6464672511603919,0.5441036990199177,0.5061224489795917,0.31062424969988,0.28781656399726213,0.5104031209362809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0
0.09461702632202984,0.6352,0.6613067891781521,0.5562599049128368,0.3455389375966993,0.6165033196332597,0.592517006802721,0.36824729891956787,0.6783025325119781,0.6456436931079325,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
0.5010671093194214,0.73376,0.6784073506891272,0.2123613312202853,0.28365136668385765,0.556433765412583,0.6428571428571428,0.6572629051620649,0.6769336071184121,0.2630039011703511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
0.3073274839933603,0.54128,0.46886166411434405,0.6336502905441099,0.7351727694687984,0.4669617451786279,0.42312925170068016,0.23229291716686676,0.19096509240246407,0.7584525357607284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
0.6103865307090349,0.5384,0.26442062276671774,0.6069730586370841,0.4288292934502321,0.35441036990199176,0.4503401360544217,0.3145258103241297,0.5047912388774812,0.9382314694408322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.5036755987668959,0.27616,0.39331291475242475,0.6180665610142632,0.5814853017019083,0.7429655390452102,0.5710884353741496,0.6677671068427372,0.5164271047227926,0.22951885565669705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
